Make,Model,Year,Transmission,Engine,Electrical,Brakes,Structural,HVAC,Amount
Ford,Transit Cargo Van,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3600
Ford,Explorer,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3600
Honda,HR-V,2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7500
Volkswagen,Tiguan,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Dodge Ram,RAM 2500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13000
NIssan,Sentra,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Hyundai,Tucson,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Hyundai,Sonata,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1500
Ford,F-150,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
GMC,Sierra 1500 LTD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Ford,F-150,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
GMC,Sierra,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Dodge Ram,RAM 2500,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Dodge,Charger,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Jeep,Wagoneer,2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9000
Lincoln,Aviator,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Ford,Explorer,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Nissan,Pathfinder,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Dodge Ram,Ram ProMaster City,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Hyundai,Tucson,2023,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1500
Ford,Edge,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Dodge Ram,Ram 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Suburban,2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7000
Chevrolet,Blazer,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Jeep,Renegade,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Kia,Sorento,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Silverado,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Toyota,Tundra 4WD,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Chevrolet,Silverado 1500,2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Ford,Explorer,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14000
Jeep,Compass,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Traverse,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Trax,2020,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3500
Cadillac,Escalade ESV,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18000
Dodge Ram,Ram ProMaster 2500,2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Ford,F-350 Super Duty,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6200
Chevrolet,Silverado 1500,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Jeep,Compass,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Honda,HR-V,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
GMC,Canyon,2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4000
Dodge Ram,Ram 1500,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Land Rover,Range Rover Evoque,2020,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3500
Chevrolet,Silverado 2500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Hyundai,Sonata,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Chevrolet,Trailblazer,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Dodge,Charger,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Silverado 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Nissan,Rogue,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Dodge Ram,Ram 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Jeep,Wrangler Unlimited,2019,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3000
Dodge Ram,RAM 2500,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12000
Ford,F-150,2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,9500
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Dodge Ram,Ram 1500,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Chrysler,Pacifica,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
GMC,Sierra 3500HD,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Chevrolet,Silverado 3500,2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13500
Dodge Ram,RAM 2500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Dodge Ram,Ram 1500,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Dodge Ram,Ram 1500,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Ford,F-350 Super Duty,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Tahoe 4WD,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
NIssan,Kicks,2020,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,3950
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5750
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado,2021,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7250
Chevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Chevrolet,Trax,2024,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6000
Chevrolet,Traverse,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Volkswagen,Atlas,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
GMC,Sierra 3500HD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Hyundai,Sonata,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2000
Chevrolet,Silverado,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1500
GMC,Terrain,2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,13000
Hyundai,Santa Fe,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3800
Ford,F-150,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13000
Ford,EcoSport,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Volkswagen,Atlas,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Dodge Ram,Ram 3500,2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11000
NIssan,Sentra,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5000
GMC,Sierra 3500HD,2024,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Dodge Ram,Ram 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
GMC,Sierra 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Ford,EcoSport,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 1500,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,19500
Hyundai,Santa Fe,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Dodge Ram,RAM 2500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Dodge Ram,Ram 1500,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Nissan,Pathfinder,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
GMC,Acadia,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Cadillac,Escalade ESV,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20000
Jeep,Cherokee,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Jeep,Compass,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Acura,TLX,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17000
Dodge Ram,RAM 2500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Dodge Ram,RAM 2500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
GMC,Sierra 3500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Dodge,Journey,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Audi,Q3,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Malibu,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Buick,Encore,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Hyundai,Tucson,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3200
Ford,Explorer,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Trailblazer,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Ford,Escape,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2500
Ford,Bronco,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,16000
Dodge Ram,Ram 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Jeep,Wagoneer,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
Ford,Explorer,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
GMC,Sierra 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Dodge Ram,Ram 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Ford,F-150,2019,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2000
Toyota,Highlander,2024,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
GMC,Yukon,2022,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,14000
GMC,Yukon Denali,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10500
Volkswagen,Atlas,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Chevrolet,Suburban,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4750
Chevrolet,Malibu,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Genesis,G90,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2000
Jeep,Compass,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10500
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Kia,K5,2022,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9000
Chevrolet,Trax,2024,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Dodge Ram,RAM 2500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Land Rover,Range Rover Evoque,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Trailblazer,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 3500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Mitsubishi,Outlander,2023,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,9500
Lincoln,Navigator,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5800
Hyundai,Santa Cruz,2022,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4150
Ford,F-150,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Land Rover,Range Rover RGREVQ,2020,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7000
GMC,Terrain,2019,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7000
Hyundai,Tucson,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2500
GMC,Sierra 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
GMC,Sierra 1500,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11000
Dodge Ram,Ram 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Jeep,Compass,2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9500
Dodge Ram,Ram 3500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12500
Jeep,Renegade,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11500
Hyundai,Santa Fe,2023,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4500
Chevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Ford,Mustang,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Hyundai,Santa Cruz,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4300
Chevrolet,Silverado 1500,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Dodge Ram,Ram 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6500
Kia,Carnival,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Chevrolet,Silverado,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Compass,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Suburban,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4750
Dodge Ram,RAM 2500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Ford,Bronco Sport,2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8000
Hyundai,Elantra,2022,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4800
Kia,K5,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Land Rover,Range Rover Velar,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Chrysler,Pacifica,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Ford,Maverick,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Chrysler,Pacifica,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Volkswagen,ID.4,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8500
Hyundai,Elantra Hybrid,2021,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4500
Jeep,Wrangler,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Nissan,Rogue,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14000
Chevrolet,Colorado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Jeep,Compass,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Ford,F-150,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18000
Nissan,Leaf,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado 1500,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
GMC,Sierra 1500 LTD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Kia,Soul LX,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Cadillac,CT5,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500 4WD,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11000
GMC,Sierra 3500HD,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Ford,F-250 Super Duty,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Toyota,Highlander Hybrid,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5750
Chevrolet,Silverado 1500 4WD,2020,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8000
Jeep,Grand Cherokee,2022,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,9500
Chevrolet,Silverado 2500HD,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500 Legacy,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Hyundai,Tucson,2019,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4000
GMC,Yukon XL,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Traverse,2020,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5000
Ford,Escape,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Ford,F-150,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
Hyundai,Palisade,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4300
Ford,F-150,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Dodge Ram,Ram 1500 Classic,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
GMC,Sierra 2500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Toyota,Tundra 4WD,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5000
Cadillac,Escalade,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Dodge Ram,Ram 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Silverado 1500,2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14500
Chevrolet,Silverado,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Dodge Ram,Ram 3500,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12250
Kia,Forte,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Hyundai,Palisade,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
Chevrolet,Trax,2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Jeep,Compass,2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Buick,Encore GX,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Ford,F-150,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18000
BMW,X5 M,2024,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Dodge Ram,Ram 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13500
GMC,Sierra 1500,2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Land Rover,Range Rover,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Blazer,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Camaro,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chrysler,Voyager,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8250
Dodge Ram,RAM 2500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10500
GMC,Sierra 2500,2024,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11000
Jeep,Wagoneer,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Cadillac,CT6,2019,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,12000
Chevrolet,Silverado,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Dodge Ram,Ram 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
GMC,Sierra 2500HD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Ford,F-150,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2500
Kia,Forte,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Kia,Sorento,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7753.36
Ford,F-250 SRW Super Duty,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18000
Chevrolet,Silverado 1500,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,12000
Ford,Mustang,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Ford,Expedition,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Hyundai,Sonata,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1600
Lincoln,Navigator,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3000
Chevrolet,Silverado 3500HD,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Toyota,Tundra 4WD LTD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,6500
Kia,Sorento,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado 2500HD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Jeep,Gladiator,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Jeep,Grand Cherokee,2023,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,8000
Dodge Ram,Ram 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,8000
Hyundai,Palisade,2024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Hyundai,Santa Fe,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5200
Hyundai,Palisade,2021,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,5000
Chevrolet,Silverado 2500HD,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Grand Cherokee,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Ford,F-250,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15000
Ford,F-150,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Jeep,Grand Cherokee,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Volkswagen,Taos,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Dodge Ram,RAM 2500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2000
Dodge Ram,Ram 3500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9700
Dodge Ram,Ram 3500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1000
Jeep,Wrangler,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Ford,F-150,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18000
Kia,Soul,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Ford,F-150,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Trax,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3000
Nissan,Rogue,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Chrysler,Pacifica,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12500
Cadillac,Escalade,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13000
Cadillac,Escalade,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,32000
Jeep,Compass,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13500
Chevrolet,Silverado 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Dodge,Durango,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Silverado,2023,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Ford,F-250 Super Duty SRW,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Jeep,Grand Cherokee,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11000
Dodge Ram,RAM 3500 LTD,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
NIssan,Murano,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5600
Chevrolet,Silverado 1500,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
GMC,Sierra 2500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Dodge,Ram 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,7500
Chevrolet,Silverado 3500,2023,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4000
